"parent","child","parentCount","childCount","p(parent|child)"
"ScienceFridge","Flask","2.0","44.0","0.045454545454545456"
"RefrigeratorBuzdolab","Flask","1.0","44.0","0.022727272727272728"
"Burner","Flask","2.0","44.0","0.045454545454545456"
"Desk","Flask","11.0","44.0","0.25"
"DataRobotics","Flask","1.0","44.0","0.022727272727272728"
"DiningTable","Flask","10.0","44.0","0.22727272727272727"
"FumeHood","Flask","13.0","44.0","0.29545454545454547"
"Bookcase","PasticCups","2.0","2.0","1.0"
"3Shelves","PasticCups","2.0","2.0","1.0"
"Bowl","Orange","3.0","3.0","1.0"
"Plate","Orange","3.0","3.0","1.0"
"Desk","Keyboard","39.0","39.0","1.0"
"DeskCorner","Keyboard","2.0","39.0","0.05128205128205128"
"CornerDesk","Keyboard","3.0","39.0","0.07692307692307693"
"Paper","Pencil","4.0","32.0","0.125"
"Book","Pencil","4.0","32.0","0.125"
"EndTable","Pencil","4.0","32.0","0.125"
"ScienceDesk","Pencil","1.0","32.0","0.03125"
"BookOpen","Pencil","4.0","32.0","0.125"
"LabTable","Pencil","1.0","32.0","0.03125"
"Desk","Pencil","10.0","32.0","0.3125"
"LabTableCorner","Pencil","2.0","32.0","0.0625"
"Counter","Pencil","2.0","32.0","0.0625"
"CornerDesk","Pencil","1.0","32.0","0.03125"
"Notepad","Pencil","8.0","32.0","0.25"
"WorkBench","Pencil","4.0","32.0","0.125"
"Room","AccentTable","2.0","2.0","1.0"
"Room","SideTable","18.0","18.0","1.0"
"Room","FloorLampWeird","3.0","3.0","1.0"
"Room","Fan","12.0","12.0","1.0"
"Room","Woman","1.0","1.0","1.0"
"CoffeeTable","Donuts","1.0","1.0","1.0"
"Table","Donuts","1.0","1.0","1.0"
"Room","TableSmall","7.0","8.0","0.875"
"Rug","TableSmall","1.0","8.0","0.125"
"TableLarge","Hat","1.0","9.0","0.1111111111111111"
"7Shelves","Hat","1.0","9.0","0.1111111111111111"
"SideTable","Hat","1.0","9.0","0.1111111111111111"
"ChestOfDrawers","Hat","2.0","9.0","0.2222222222222222"
"Table","Hat","2.0","9.0","0.2222222222222222"
"Shelving","Hat","1.0","9.0","0.1111111111111111"
"Chair","Hat","1.0","9.0","0.1111111111111111"
"EndTable","Hat","1.0","9.0","0.1111111111111111"
"PillowStack","Hat","1.0","9.0","0.1111111111111111"
"DiningTable","Hat","1.0","9.0","0.1111111111111111"
"Bookcase","Hat","2.0","9.0","0.2222222222222222"
"3Shelves","Hat","1.0","9.0","0.1111111111111111"
"Dresser","Hat","2.0","9.0","0.2222222222222222"
"Pillow","Hat","1.0","9.0","0.1111111111111111"
"Bed","Hat","1.0","9.0","0.1111111111111111"
"EndTable","Medicine","1.0","11.0","0.09090909090909091"
"ScienceDesk","Medicine","2.0","11.0","0.18181818181818182"
"Shelf","Medicine","2.0","11.0","0.18181818181818182"
"1Shelves","Medicine","1.0","11.0","0.09090909090909091"
"Vanity","Medicine","2.0","11.0","0.18181818181818182"
"TableClock","Medicine","2.0","11.0","0.18181818181818182"
"ChestOfDrawers","Medicine","2.0","11.0","0.18181818181818182"
"Counter","Medicine","2.0","11.0","0.18181818181818182"
"Clock","Medicine","2.0","11.0","0.18181818181818182"
"Table","Medicine","1.0","11.0","0.09090909090909091"
"Nightstand","Medicine","3.0","11.0","0.2727272727272727"
"Room","Bench","1.0","1.0","1.0"
"TvStand","Speaker","4.0","105.0","0.0380952380952381"
"Cabinet","Speaker","4.0","105.0","0.0380952380952381"
"Room","Speaker","34.0","105.0","0.3238095238095238"
"Rug","Speaker","2.0","105.0","0.01904761904761905"
"Desk","Speaker","59.0","105.0","0.5619047619047619"
"Bookcase","Speaker","2.0","105.0","0.01904761904761905"
"3Shelves","Speaker","2.0","105.0","0.01904761904761905"
"EntertainmentCenter","Speaker","8.0","105.0","0.0761904761904762"
"Sideboard","Speaker","4.0","105.0","0.0380952380952381"
"KitchenCounter","MilkCarton","1.0","7.0","0.14285714285714285"
"Room","MilkCarton","1.0","7.0","0.14285714285714285"
"LargeTable","MilkCarton","1.0","7.0","0.14285714285714285"
"Sink","MilkCarton","2.0","7.0","0.2857142857142857"
"DiningTable","MilkCarton","1.0","7.0","0.14285714285714285"
"Counter","MilkCarton","3.0","7.0","0.42857142857142855"
"Table","MilkCarton","1.0","7.0","0.14285714285714285"
"Plates","Cookie","6.0","14.0","0.42857142857142855"
"Plate","Cookie","8.0","14.0","0.5714285714285714"
"BakingSheet","Cookie","6.0","14.0","0.42857142857142855"
"Couch","Pillows","1.0","1.0","1.0"
"Room","Dryer","2.0","2.0","1.0"
"Room","FireAlarm","7.0","7.0","1.0"
"Washer","Towels","1.0","1.0","1.0"
"ChestOfDrawers","Hammer","2.0","2.0","1.0"
"Nightstand","Hammer","2.0","2.0","1.0"
"Room","LargeTable","2.0","3.0","0.6666666666666666"
"Rug","LargeTable","1.0","3.0","0.3333333333333333"
"Rug","Credenza","1.0","1.0","1.0"
"TableLarge","FoodProcessor","2.0","2.0","1.0"
"DiningTable","FoodProcessor","2.0","2.0","1.0"
"Table","FoodProcessor","2.0","2.0","1.0"
"Room","Poster","30.0","30.0","1.0"
"ShoeRack","Boots","1.0","1.0","1.0"
"2Shelves","Boots","1.0","1.0","1.0"
"Rack","Boots","1.0","1.0","1.0"
"Room","FireExtinguisher","6.0","6.0","1.0"
"Room","TrashBin","30.0","30.0","1.0"
"Plate","Burger","1.0","1.0","1.0"
"Plate","Hamburger","1.0","1.0","1.0"
"FilingCabinet","Notepad","1.0","43.0","0.023255813953488372"
"Book","Notepad","2.0","43.0","0.046511627906976744"
"ScienceDesk","Notepad","1.0","43.0","0.023255813953488372"
"LabTable","Notepad","1.0","43.0","0.023255813953488372"
"4Shelves","Notepad","2.0","43.0","0.046511627906976744"
"ChestOfDrawers","Notepad","1.0","43.0","0.023255813953488372"
"DeskOrganizer","Notepad","2.0","43.0","0.046511627906976744"
"Counter","Notepad","1.0","43.0","0.023255813953488372"
"Credenza","Notepad","1.0","43.0","0.023255813953488372"
"Nightstand","Notepad","1.0","43.0","0.023255813953488372"
"EntertainmentCenter","Notepad","1.0","43.0","0.023255813953488372"
"FileCabinet","Notepad","1.0","43.0","0.023255813953488372"
"EndTable","Notepad","1.0","43.0","0.023255813953488372"
"BookOpen","Notepad","1.0","43.0","0.023255813953488372"
"Desk","Notepad","33.0","43.0","0.7674418604651163"
"Bookcase","Notepad","2.0","43.0","0.046511627906976744"
"PlateStack","Fruit","1.0","11.0","0.09090909090909091"
"CuttingBoard","Fruit","4.0","11.0","0.36363636363636365"
"Bowl","Fruit","3.0","11.0","0.2727272727272727"
"Plate","Fruit","7.0","11.0","0.6363636363636364"
"Bookcase","Blocks","1.0","1.0","1.0"
"3Shelves","Blocks","1.0","1.0","1.0"
"Cabinet","Tv","2.0","14.0","0.14285714285714285"
"TvStand","Tv","5.0","14.0","0.35714285714285715"
"WallUnit","Tv","7.0","14.0","0.5"
"MediaStorage","Tv","7.0","14.0","0.5"
"EntertainmentCenter","Tv","14.0","14.0","1.0"
"Sideboard","Tv","2.0","14.0","0.14285714285714285"
"Room","CeilingFan","10.0","10.0","1.0"
"ClothesRack","Wd40","1.0","1.0","1.0"
"Rack","Wd40","1.0","1.0","1.0"
"Room","ScienceDesk","2.0","2.0","1.0"
"AccentTable","Coaster","1.0","16.0","0.0625"
"CoffeeTable","Coaster","11.0","16.0","0.6875"
"Coaster","Coaster","2.0","16.0","0.125"
"TableSmall","Coaster","6.0","16.0","0.375"
"SideTable","Coaster","1.0","16.0","0.0625"
"Counter","Coaster","2.0","16.0","0.125"
"Table","Coaster","12.0","16.0","0.75"
"RoundTable","Coaster","7.0","16.0","0.4375"
"Mousepad","ComputerMouse","20.0","37.0","0.5405405405405406"
"Desk","ComputerMouse","17.0","37.0","0.4594594594594595"
"DeskCorner","ComputerMouse","2.0","37.0","0.05405405405405406"
"MousePad","ComputerMouse","20.0","37.0","0.5405405405405406"
"CornerDesk","ComputerMouse","1.0","37.0","0.02702702702702703"
"Room","Bucket","2.0","2.0","1.0"
"Room","TowelRing","2.0","2.0","1.0"
"Room","PictureFrame","1.0","31.0","0.03225806451612903"
"CoffeeTable","PictureFrame","2.0","31.0","0.06451612903225806"
"Desk","PictureFrame","19.0","31.0","0.6129032258064516"
"4Shelves","PictureFrame","6.0","31.0","0.1935483870967742"
"ChestOfDrawers","PictureFrame","3.0","31.0","0.0967741935483871"
"Bookcase","PictureFrame","6.0","31.0","0.1935483870967742"
"Dresser","PictureFrame","2.0","31.0","0.06451612903225806"
"Nightstand","PictureFrame","1.0","31.0","0.03225806451612903"
"Table","PictureFrame","2.0","31.0","0.06451612903225806"
"Room","Vacuum","5.0","5.0","1.0"
"ScienceDesk","Computer","1.0","64.0","0.015625"
"CoffeeTable","Computer","2.0","64.0","0.03125"
"TableLarge","Computer","1.0","64.0","0.015625"
"MacMini","Computer","2.0","64.0","0.03125"
"LabTable","Computer","1.0","64.0","0.015625"
"SideTable","Computer","2.0","64.0","0.03125"
"ChestOfDrawers","Computer","3.0","64.0","0.046875"
"LabTableCorner","Computer","2.0","64.0","0.03125"
"Computer","Computer","2.0","64.0","0.03125"
"Couch","Computer","2.0","64.0","0.03125"
"Counter","Computer","3.0","64.0","0.046875"
"CornerDesk","Computer","2.0","64.0","0.03125"
"Table","Computer","6.0","64.0","0.09375"
"EndTable","Computer","5.0","64.0","0.078125"
"Room","Computer","17.0","64.0","0.265625"
"Sofa","Computer","1.0","64.0","0.015625"
"TableSmall","Computer","1.0","64.0","0.015625"
"Desk","Computer","25.0","64.0","0.390625"
"DiningTable","Computer","2.0","64.0","0.03125"
"Dresser","Computer","3.0","64.0","0.046875"
"WorkBench","Computer","2.0","64.0","0.03125"
"Bed","Computer","3.0","64.0","0.046875"
"RoundTable","Computer","2.0","64.0","0.03125"
"Desktop","Computer","2.0","64.0","0.03125"
"Room","WallDecorationWeird","1.0","1.0","1.0"
"Room","Rack","8.0","8.0","1.0"
"Room","Sofa","3.0","3.0","1.0"
"Book","CellPhone","1.0","34.0","0.029411764705882353"
"CoffeeTable","CellPhone","1.0","34.0","0.029411764705882353"
"LabTable","CellPhone","1.0","34.0","0.029411764705882353"
"ChestOfDrawers","CellPhone","5.0","34.0","0.14705882352941177"
"Nightstand","CellPhone","1.0","34.0","0.029411764705882353"
"DresserWithMirror","CellPhone","1.0","34.0","0.029411764705882353"
"Table","CellPhone","2.0","34.0","0.058823529411764705"
"Storage","CellPhone","1.0","34.0","0.029411764705882353"
"EndTable","CellPhone","1.0","34.0","0.029411764705882353"
"Vanity","CellPhone","1.0","34.0","0.029411764705882353"
"TableSmall","CellPhone","1.0","34.0","0.029411764705882353"
"Desk","CellPhone","21.0","34.0","0.6176470588235294"
"DeskCorner","CellPhone","2.0","34.0","0.058823529411764705"
"DiningTable","CellPhone","1.0","34.0","0.029411764705882353"
"Notepad","CellPhone","2.0","34.0","0.058823529411764705"
"Dresser","CellPhone","3.0","34.0","0.08823529411764706"
"Magazines","CellPhone","1.0","34.0","0.029411764705882353"
"RoundTable","CellPhone","1.0","34.0","0.029411764705882353"
"Paper","Eraser","1.0","7.0","0.14285714285714285"
"Desk","Eraser","3.0","7.0","0.42857142857142855"
"DeskOrganizer","Eraser","2.0","7.0","0.2857142857142857"
"Notepad","Eraser","1.0","7.0","0.14285714285714285"
"Cabinet","Molecule","1.0","4.0","0.25"
"ScienceDesk","Molecule","1.0","4.0","0.25"
"LabTable","Molecule","2.0","4.0","0.5"
"Desk","Molecule","2.0","4.0","0.5"
"Counter","Molecule","1.0","4.0","0.25"
"FumeHood","Molecule","1.0","4.0","0.25"
"Bookcase","Keychain","1.0","1.0","1.0"
"3Shelves","Keychain","1.0","1.0","1.0"
"Cabinet","DrinkBottle","1.0","23.0","0.043478260869565216"
"Shelf","DrinkBottle","1.0","23.0","0.043478260869565216"
"RecyclingBin","DrinkBottle","6.0","23.0","0.2608695652173913"
"Desk","DrinkBottle","3.0","23.0","0.13043478260869565"
"ChestOfDrawers","DrinkBottle","9.0","23.0","0.391304347826087"
"Bookcase","DrinkBottle","1.0","23.0","0.043478260869565216"
"Counter","DrinkBottle","2.0","23.0","0.08695652173913043"
"Dresser","DrinkBottle","1.0","23.0","0.043478260869565216"
"2Shelves","DrinkBottle","1.0","23.0","0.043478260869565216"
"FumeHood","DrinkBottle","1.0","23.0","0.043478260869565216"
"ShortShelving","DrinkBottle","1.0","23.0","0.043478260869565216"
"ScienceFridge","DrinkBottle","8.0","23.0","0.34782608695652173"
"Bookcase","HampsterCage","1.0","1.0","1.0"
"2Shelves","HampsterCage","1.0","1.0","1.0"
"ShortShelving","HampsterCage","1.0","1.0","1.0"
"Room","Bed","9.0","9.0","1.0"
"Cabinet","TV","5.0","21.0","0.23809523809523808"
"TvStand","TV","5.0","21.0","0.23809523809523808"
"WallUnit","TV","7.0","21.0","0.3333333333333333"
"MediaStorage","TV","7.0","21.0","0.3333333333333333"
"Desk","TV","4.0","21.0","0.19047619047619047"
"EntertainmentCenter","TV","17.0","21.0","0.8095238095238095"
"Sideboard","TV","5.0","21.0","0.23809523809523808"
"TableLarge","PencilHolder","1.0","16.0","0.0625"
"4Shelves","PencilHolder","4.0","16.0","0.25"
"Desk","PencilHolder","10.0","16.0","0.625"
"LargeTable","PencilHolder","1.0","16.0","0.0625"
"DiningTable","PencilHolder","2.0","16.0","0.125"
"Bookcase","PencilHolder","2.0","16.0","0.125"
"CornerDesk","PencilHolder","1.0","16.0","0.0625"
"Table","PencilHolder","2.0","16.0","0.125"
"Shelving","PencilHolder","2.0","16.0","0.125"
"Rack","PencilHolder","2.0","16.0","0.125"
"Room","PowerSocket","47.0","47.0","1.0"
"ChestOfDrawers","SprayCan","2.0","2.0","1.0"
"Dresser","SprayCan","2.0","2.0","1.0"
"Refrigerator","BeerBottle","1.0","2.0","0.5"
"Fridge","BeerBottle","1.0","2.0","0.5"
"Bookcase","BeerBottle","1.0","2.0","0.5"
"2Shelves","BeerBottle","1.0","2.0","0.5"
"ShortShelving","BeerBottle","1.0","2.0","0.5"
"Cabinet","MediaPlayer","7.0","32.0","0.21875"
"DvdPlayer","MediaPlayer","6.0","32.0","0.1875"
"MediaPlayer","MediaPlayer","8.0","32.0","0.25"
"EntertainmentCenter","MediaPlayer","19.0","32.0","0.59375"
"Console","MediaPlayer","3.0","32.0","0.09375"
"TvStand","MediaPlayer","2.0","32.0","0.0625"
"Xbox","MediaPlayer","3.0","32.0","0.09375"
"VideoGameConsole","MediaPlayer","3.0","32.0","0.09375"
"AudioEquipment","MediaPlayer","1.0","32.0","0.03125"
"MediaStorage","MediaPlayer","10.0","32.0","0.3125"
"WallUnit","MediaPlayer","10.0","32.0","0.3125"
"Receiver","MediaPlayer","1.0","32.0","0.03125"
"Bookcase","MediaPlayer","2.0","32.0","0.0625"
"3Shelves","MediaPlayer","2.0","32.0","0.0625"
"Sideboard","MediaPlayer","7.0","32.0","0.21875"
"Room","EntertainmentCenter","15.0","18.0","0.8333333333333334"
"Rug","EntertainmentCenter","3.0","18.0","0.16666666666666666"
"Room","Mop","1.0","2.0","0.5"
"Bucket","Mop","1.0","2.0","0.5"
"MopBucket","Mop","1.0","2.0","0.5"
"Room","PersonStanding","5.0","6.0","0.8333333333333334"
"Bookcase","PersonStanding","1.0","6.0","0.16666666666666666"
"3Shelves","PersonStanding","1.0","6.0","0.16666666666666666"
"Room","MediaStorage","6.0","7.0","0.8571428571428571"
"Rug","MediaStorage","1.0","7.0","0.14285714285714285"
"CoffeeTable","Plate","3.0","45.0","0.06666666666666667"
"SideTable","Plate","3.0","45.0","0.06666666666666667"
"LargeTable","Plate","4.0","45.0","0.08888888888888889"
"Sink","Plate","2.0","45.0","0.044444444444444446"
"Counter","Plate","9.0","45.0","0.2"
"Table","Plate","26.0","45.0","0.5777777777777777"
"SmallTable","Plate","8.0","45.0","0.17777777777777778"
"KitchenCounter","Plate","1.0","45.0","0.022222222222222223"
"EndTable","Plate","5.0","45.0","0.1111111111111111"
"Vanity","Plate","1.0","45.0","0.022222222222222223"
"ServingTray","Plate","3.0","45.0","0.06666666666666667"
"TableSmall","Plate","8.0","45.0","0.17777777777777778"
"Plate","Plate","4.0","45.0","0.08888888888888889"
"DiningTable","Plate","18.0","45.0","0.4"
"CoveredTable","Plate","2.0","45.0","0.044444444444444446"
"RoundTable","Plate","14.0","45.0","0.3111111111111111"
"Room","ToiletPaperHolder","1.0","1.0","1.0"
"Room","Picture","78.0","82.0","0.9512195121951219"
"Desk","Picture","4.0","82.0","0.04878048780487805"
"Plate","Bread","4.0","5.0","0.8"
"BakingSheet","Bread","1.0","5.0","0.2"
"TableLarge","Chips","1.0","1.0","1.0"
"DiningTable","Chips","1.0","1.0","1.0"
"Table","Chips","1.0","1.0","1.0"
"RoundTable","Chips","1.0","1.0","1.0"
"Book","Cellphone","1.0","34.0","0.029411764705882353"
"CoffeeTable","Cellphone","1.0","34.0","0.029411764705882353"
"LabTable","Cellphone","1.0","34.0","0.029411764705882353"
"ChestOfDrawers","Cellphone","5.0","34.0","0.14705882352941177"
"Nightstand","Cellphone","1.0","34.0","0.029411764705882353"
"DresserWithMirror","Cellphone","1.0","34.0","0.029411764705882353"
"Table","Cellphone","2.0","34.0","0.058823529411764705"
"Storage","Cellphone","1.0","34.0","0.029411764705882353"
"EndTable","Cellphone","1.0","34.0","0.029411764705882353"
"Vanity","Cellphone","1.0","34.0","0.029411764705882353"
"TableSmall","Cellphone","1.0","34.0","0.029411764705882353"
"Desk","Cellphone","21.0","34.0","0.6176470588235294"
"DeskCorner","Cellphone","2.0","34.0","0.058823529411764705"
"DiningTable","Cellphone","1.0","34.0","0.029411764705882353"
"Notepad","Cellphone","2.0","34.0","0.058823529411764705"
"Dresser","Cellphone","3.0","34.0","0.08823529411764706"
"Magazines","Cellphone","1.0","34.0","0.029411764705882353"
"RoundTable","Cellphone","1.0","34.0","0.029411764705882353"
"Shelf","Figurine","11.0","73.0","0.1506849315068493"
"CoffeeTable","Figurine","1.0","73.0","0.0136986301369863"
"LabTable","Figurine","1.0","73.0","0.0136986301369863"
"SideTable","Figurine","1.0","73.0","0.0136986301369863"
"4Shelves","Figurine","12.0","73.0","0.1643835616438356"
"ChestOfDrawers","Figurine","7.0","73.0","0.0958904109589041"
"2Shelves","Figurine","2.0","73.0","0.0273972602739726"
"Nightstand","Figurine","1.0","73.0","0.0136986301369863"
"DresserWithMirror","Figurine","2.0","73.0","0.0273972602739726"
"Table","Figurine","2.0","73.0","0.0273972602739726"
"EntertainmentCenter","Figurine","17.0","73.0","0.2328767123287671"
"Shelving","Figurine","4.0","73.0","0.0547945205479452"
"Rack","Figurine","4.0","73.0","0.0547945205479452"
"TvStand","Figurine","2.0","73.0","0.0273972602739726"
"6Shelves","Figurine","1.0","73.0","0.0136986301369863"
"WallUnit","Figurine","15.0","73.0","0.2054794520547945"
"MediaStorage","Figurine","15.0","73.0","0.2054794520547945"
"Desk","Figurine","10.0","73.0","0.136986301369863"
"DiningTable","Figurine","1.0","73.0","0.0136986301369863"
"Bookcase","Figurine","24.0","73.0","0.3287671232876712"
"Dresser","Figurine","7.0","73.0","0.0958904109589041"
"3Shelves","Figurine","13.0","73.0","0.1780821917808219"
"Room","SmokeDetector","3.0","3.0","1.0"
"4Shelves","BoardGame","1.0","1.0","1.0"
"Bookcase","BoardGame","1.0","1.0","1.0"
"Shelf","Ship","1.0","2.0","0.5"
"Desk","Ship","1.0","2.0","0.5"
"4Shelves","Ship","1.0","2.0","0.5"
"Rack","Ship","1.0","2.0","0.5"
"CoffeeTable","Handheld","1.0","25.0","0.04"
"ChestOfDrawers","Handheld","2.0","25.0","0.08"
"Table","Handheld","1.0","25.0","0.04"
"Nightstand","Handheld","1.0","25.0","0.04"
"DresserWithMirror","Handheld","1.0","25.0","0.04"
"EntertainmentCenter","Handheld","18.0","25.0","0.72"
"Console","Handheld","1.0","25.0","0.04"
"Xbox360","Handheld","1.0","25.0","0.04"
"TvStand","Handheld","2.0","25.0","0.08"
"VideoGameConsole","Handheld","1.0","25.0","0.04"
"MediaStorage","Handheld","16.0","25.0","0.64"
"WallUnit","Handheld","16.0","25.0","0.64"
"Bookcase","Handheld","3.0","25.0","0.12"
"3Shelves","Handheld","3.0","25.0","0.12"
"Dresser","Handheld","1.0","25.0","0.04"
"LabTableCorner","DataRobotics","2.0","2.0","1.0"
"Counter","DataRobotics","2.0","2.0","1.0"
"Room","FumeHood","5.0","5.0","1.0"
"Dryer","Detergent","1.0","2.0","0.5"
"Washer","Detergent","2.0","2.0","1.0"
"Room","Female","1.0","1.0","1.0"
"Room","Faucet","3.0","3.0","1.0"
"DecorativePlate","Cake","1.0","3.0","0.3333333333333333"
"Plate","Cake","1.0","3.0","0.3333333333333333"
"LargeTable","Cake","2.0","3.0","0.6666666666666666"
"DiningTable","Cake","2.0","3.0","0.6666666666666666"
"Table","Cake","2.0","3.0","0.6666666666666666"
"Room","HangingBasket","1.0","1.0","1.0"
"Room","PaperBox","11.0","12.0","0.9166666666666666"
"CoffeeTable","PaperBox","1.0","12.0","0.08333333333333333"
"Table","PaperBox","1.0","12.0","0.08333333333333333"
"LabTable","RadarDish","2.0","2.0","1.0"
"Desk","RadarDish","2.0","2.0","1.0"
"TvStand","ChestOfDrawers","2.0","35.0","0.05714285714285714"
"CoffeeTable","ChestOfDrawers","1.0","35.0","0.02857142857142857"
"Room","ChestOfDrawers","29.0","35.0","0.8285714285714286"
"4Shelves","ChestOfDrawers","1.0","35.0","0.02857142857142857"
"Bookcase","ChestOfDrawers","3.0","35.0","0.08571428571428572"
"2Shelves","ChestOfDrawers","2.0","35.0","0.05714285714285714"
"Table","ChestOfDrawers","1.0","35.0","0.02857142857142857"
"EntertainmentCenter","ChestOfDrawers","2.0","35.0","0.05714285714285714"
"Shelving","ChestOfDrawers","2.0","35.0","0.05714285714285714"
"Desk","Crackers","1.0","1.0","1.0"
"Vanity","Dish","1.0","5.0","0.2"
"Sink","Dish","2.0","5.0","0.4"
"Dish","Dish","2.0","5.0","0.4"
"KitchenCounter","CerealBox","2.0","11.0","0.18181818181818182"
"CoffeeTable","CerealBox","1.0","11.0","0.09090909090909091"
"TableSmall","CerealBox","1.0","11.0","0.09090909090909091"
"Desk","CerealBox","2.0","11.0","0.18181818181818182"
"Sink","CerealBox","2.0","11.0","0.18181818181818182"
"Counter","CerealBox","6.0","11.0","0.5454545454545454"
"Table","CerealBox","1.0","11.0","0.09090909090909091"
"RoundTable","CerealBox","1.0","11.0","0.09090909090909091"
"Room","Grill","1.0","1.0","1.0"
"Cabinet","Gun","1.0","2.0","0.5"
"4Shelves","Gun","1.0","2.0","0.5"
"Bookcase","Gun","1.0","2.0","0.5"
"Casette","Casette","2.0","4.0","0.5"
"Cassette","Casette","2.0","4.0","0.5"
"Bookcase","Casette","2.0","4.0","0.5"
"3Shelves","Casette","2.0","4.0","0.5"
"Bookcase","Tank","1.0","1.0","1.0"
"3Shelves","Tank","1.0","1.0","1.0"
"Room","SofaChair","4.0","4.0","1.0"
"Couch","PillowStack","1.0","1.0","1.0"
"CoffeeTable","BookWall","2.0","70.0","0.02857142857142857"
"6Shelves","BookWall","4.0","70.0","0.05714285714285714"
"Desk","BookWall","3.0","70.0","0.04285714285714286"
"4Shelves","BookWall","40.0","70.0","0.5714285714285714"
"ChestOfDrawers","BookWall","1.0","70.0","0.014285714285714285"
"Bookcase","BookWall","63.0","70.0","0.9"
"3Shelves","BookWall","15.0","70.0","0.21428571428571427"
"2Shelves","BookWall","4.0","70.0","0.05714285714285714"
"Nightstand","BookWall","1.0","70.0","0.014285714285714285"
"Table","BookWall","2.0","70.0","0.02857142857142857"
"Shelving","BookWall","5.0","70.0","0.07142857142857142"
"Room","WallArt","82.0","82.0","1.0"
"Cupboard","BowlStack","2.0","2.0","1.0"
"Room","Barstool","7.0","7.0","1.0"
"WallUnit","Cardtridge","2.0","2.0","1.0"
"MediaStorage","Cardtridge","2.0","2.0","1.0"
"EntertainmentCenter","Cardtridge","2.0","2.0","1.0"
"Room","Ball","1.0","6.0","0.16666666666666666"
"Shelf","Ball","1.0","6.0","0.16666666666666666"
"Bookcase","Ball","4.0","6.0","0.6666666666666666"
"3Shelves","Ball","3.0","6.0","0.5"
"2Shelves","Ball","1.0","6.0","0.16666666666666666"
"Shelving","Ball","3.0","6.0","0.5"
"ShortShelving","Ball","1.0","6.0","0.16666666666666666"
"KitchenCounter","Spatula","1.0","4.0","0.25"
"Oven","Spatula","2.0","4.0","0.5"
"Counter","Spatula","1.0","4.0","0.25"
"Grill","Spatula","1.0","4.0","0.25"
"Bookcase","DSLRCamera","2.0","2.0","1.0"
"3Shelves","DSLRCamera","2.0","2.0","1.0"
"MacMini","MacMini","2.0","4.0","0.5"
"Desk","MacMini","2.0","4.0","0.5"
"Computer","MacMini","2.0","4.0","0.5"
"Desktop","MacMini","2.0","4.0","0.5"
"CoffeeTable","CrackerJack","1.0","1.0","1.0"
"TableSmall","CrackerJack","1.0","1.0","1.0"
"Table","CrackerJack","1.0","1.0","1.0"
"RoundTable","CrackerJack","1.0","1.0","1.0"
"Room","Washer","5.0","5.0","1.0"
"Room","Counter","12.0","12.0","1.0"
"Room","DresserWithMirror","1.0","1.0","1.0"
"Cabinet","Globe","1.0","6.0","0.16666666666666666"
"FilingCabinet","Globe","1.0","6.0","0.16666666666666666"
"Book","Globe","2.0","6.0","0.3333333333333333"
"LabTable","Globe","2.0","6.0","0.3333333333333333"
"DiningTable","Globe","2.0","6.0","0.3333333333333333"
"Table","Globe","2.0","6.0","0.3333333333333333"
"FileCabinet","Globe","1.0","6.0","0.16666666666666666"
"Book","Calc","3.0","19.0","0.15789473684210525"
"Cabinet","Calc","1.0","19.0","0.05263157894736842"
"ScienceDesk","Calc","2.0","19.0","0.10526315789473684"
"LabTable","Calc","5.0","19.0","0.2631578947368421"
"4Shelves","Calc","1.0","19.0","0.05263157894736842"
"LabTableCorner","Calc","1.0","19.0","0.05263157894736842"
"ChestOfDrawers","Calc","2.0","19.0","0.10526315789473684"
"Counter","Calc","2.0","19.0","0.10526315789473684"
"CornerDesk","Calc","1.0","19.0","0.05263157894736842"
